obama has called the gop budget social darwinism nice try but they believe in social creationism,0.0625,0.0
in his teen years obama has been known to use marijuana and cocaine,0.0,0.0
ipa congratulates president barack obama for leadership regarding jobs act washington apr   business w httptcoledce,0.0,0.0
rt professorwhy whatsromneyhiding  his connection to supporters of critical race theory oh wait that was obama not romney,0.0,0.0
rt wardollarshome obama has approved more targeted assassinations than any modern us prez read  rt httptcobfcgbbw,0.0625,0.0
video shows federal officials joking about cost of lavish conference httptcoismopm obama crime p news tcot teaparty,0.058823529411764705,0.058823529411764705
one chicago kid who says obama is my man tells jesse watters that the gun violence in chicago is like world war ,0.0,0.045454545454545456
rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama,0.0,0.0
a valid explanation for why obama wont let women on the golf course   whatsromneyhiding,0.07142857142857142,0.0
president obama lt lindsay lohan rumors beginning cross shape lights on st lt  analyst dc bicycle courier lt video changes to scramble,0.0,0.09090909090909091
obamas gender advantage extends to the states   decoded new detail on recent swing state polling further  httptcoisandgs,0.058823529411764705,0.0
whatsromneyhiding obamas dignity and sense of humor p tcot,0.2222222222222222,0.0
heres how obama and the democrats will win in  lets start by going back to the assorted polls questioning httptcozpgtvm,0.05,0.0
realclearpolitics  obamas organizational advantage on full  as a small but electorally significant state t httptcoaxabb,0.13333333333333333,0.0
rt gregwhoward obama inherited if you want to use his lame wording  trillion in debt and turned it into  trillion tcot p ocra teaparty,0.0,0.041666666666666664
rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama,0.0,0.0
of coursei blame haarp sinners aliens bush and obama for all this  pgtgt httptcoeqnebt,0.0,0.07142857142857142
pravda endorses and supports obama   httptcogjemkz,0.0,0.0
rt mlake love how the obama campaigns whatsromneyhiding back fired now whatsobamahiding is trending seeing a lot of birth certificate tweets,0.047619047619047616,0.0
katielarson it was obamas hashtagconservatives turned it into a game again  its funny ,0.07692307692307693,0.07692307692307693
rt frankconniff harvard graduate romney slammed obama for going to harvard good to know that mitt romney hates people like mitt romney,0.045454545454545456,0.0
rt wilycyotee pres obamas ongoing support of women is another reason i am so proud he is my president  edshow obama,0.14285714285714285,0.0
rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama,0.0,0.0
rt mlake love how the obama campaigns whatsromneyhiding back fired now whatsobamahiding is trending seeing a lot of birth certificate tweets,0.047619047619047616,0.0
rt randallhoven nixon was missing  minutes obama is missing  years,0.0,0.0
whatsromneyhiding obamas birth certificate,0.0,0.0
edshow the direspect of president obama is based on racism they do not want a black president edshow,0.0,0.1111111111111111
rt professorwhy whatsromneyhiding  his plan to push bad loans through for green energy just to see em go bankrupt oops thats obama again,0.043478260869565216,0.08695652173913043
thanks for the shout out in this recap of jobsact signing httptconjcfzusd via miamiherald,0.0,0.0
rt haymakers when rwers whine whats obama doing about gas prices tell them nothing thats how the freemarket works what are you a socialist,0.0,0.0
rt ryuge whatsromneyhiding the videotape of barack obama sucking up to radical rashid khalidi oh wait thats the latimes vetthepress vetthepres,0.0,0.047619047619047616
edshow  my president is standing upspeaking upfighting back and i am so glad he has taken the gloves off obama  edshow,0.047619047619047616,0.0
if obama win  election wait til  he will have full white hair just like bill clinton,0.1875,0.0
rt unprogressive resisttyranny freegalt easy obama is hiding everything always has,0.09090909090909091,0.0
rt emclean whatsromneyhiding obamas mom jeans,0.0,0.0
even cbs wont buy bogus wh explanation of obama supreme court comments  at httptcorkndemiy withnewt tpn tcot tlot tpp sgp,0.1,0.05
rt libertarian i cant wait until romney goes after obama on ndaa oh wait,0.0,0.0
kimkardashiansnextboyfriend obama lol michelle aint goin  dat,0.0,0.0
obama and the democrats shocked by constitutional restraint httptcorhszoeu via ibdinvestors,0.09090909090909091,0.0
obama romney agree admit women to augusta golf club us president barack obama believes women should be allowe httptcopvkrepqi,0.0,0.0
rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama,0.0,0.0
whatsobamahiding kryptonite for the grand old party obama ,0.125,0.0
rt bunkerblast rt teacherspets obamas budget interest payments will exceed defense budget in   httptcouddcxcjt,0.21428571428571427,0.0
edshow the right has been crying about unelected judges legislation from  bench forever all of a sudden obama says same thing he is a thug,0.04,0.0
rt kerryepp whatsromneyhiding that he can throw a baseball like a man and not like a girl like obama,0.0,0.0
rt justgod rt nbcnews president obama signs law to prohibit insider trading by members of congress httptcoscwmzvz,0.0,0.0
joesixpacksays our troops need to come home  bring our troops home now obama you bastard oooorah semper fi,0.0,0.1111111111111111
barackobama like what are you hiding obama you are too much mittromney,0.0,0.0
edshow if obama is a thug and a bully then im not sure what to call rush limbaugh and bill o,0.047619047619047616,0.047619047619047616
rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama,0.0,0.0
